Unique Product Code,Product name,Brand,Product Group,Stock Availability?,Product URL,Image URL
ENDUZBBT391BK00BSM00,Stealth-Lite II Waterproof Bib Longs Black SM                                                       ,Endura MTR                                        ,BIB TIGHTS/BIB LONGS                              ,no,http://www.ribblecycles.co.uk/endura-stealth-lite-ii-waterproof-bib-longs/,
ENDUZBBT391BK00LG000,Stealth-Lite II Waterproof Bib Longs Black LG                                                       ,Endura MTR                                        ,BIB TIGHTS/BIB LONGS                              ,yes,http://www.ribblecycles.co.uk/endura-stealth-lite-ii-waterproof-bib-longs/,
ASSOZMIT252WN00XL000,Summer Gloves S7 White Panther XL                                                                   ,Assos                                             ,MITTS                                             ,no,http://www.ribblecycles.co.uk/assos-summer-gloves-s7/,
CINEHBTP220FI0000000,Cork Flag Handlebar Tape Italian Flag                                                               ,Cinelli                                           ,H/BAR TAPE                                        ,yes,http://www.ribblecycles.co.uk/cinelli-cork-flag-handlebar-tape/,
DEFEZOSH300DFWHDLGXL,Slipstream Shoe Covers D Logo White L/XL                                                            ,Defeet                                            ,OVERSHOES                                         ,yes,http://www.ribblecycles.co.uk/defeet-slipstream-shoe-covers/,
DEFEZSOC414YEGRCMD00,Aireator Tall Hi-Vis Socks Yellow/Green M                                                           ,Defeet                                            ,SOCKS                                             ,yes,http://www.ribblecycles.co.uk/defeet-aireator-tall-hi-vis-socks/,
PARKWORK365000000000,BAG20 Travel and Storage Bag for PRS20/PRS21                                                        ,Park                                              ,WORKSTANDS                                        ,yes,http://www.ribblecycles.co.uk/park-bag20-travel-and-storage-bag-for-prs20-prs21/,
RITCHSTR204BK008AHD0,"Pro Logic Headset Black1 1/8"" Threadless                                                            ",Ritchey                                           ,HEADSETS                                          ,yes,http://www.ribblecycles.co.uk/ritchey-pro-logic-headset/,
CAMPBRZZ310000000000,BR-RE427 Brake Nut A/K 24mm                                                                         ,Campagnolo                                        ,BRAKE SPARES / ACCS                               ,yes,http://www.ribblecycles.co.uk/campagnolo-br-re427-brake-nut-a-k-24mm/,
PARKTYRZ250000000000,TB-2C Emergency Tire Boot set of 3                                                                  ,Park                                              ,TYRE / TUB / TUBE SPARES / ACCS                   ,yes,http://www.ribblecycles.co.uk/park-tb-2c-emergency-tire-boot-set-of-3/,
FINILUBE4500000020B0,EcoTech 2 Multi-Degreaser 20oz Bottle                                                               ,Finish Line                                       ,LUBES/ OILS/ DEGREASERS                           ,yes,http://www.ribblecycles.co.uk/finish-line-ecotech-2-multi-degreaser/,
TORQEFOO250BC001500G,Energy Drink Natural Blackcurrant 1.5KG                                                             ,Torq                                              ,ENERGY FOODS                                      ,yes,http://www.ribblecycles.co.uk/torqefoo250/,
FIZIHBTP180YF0000000,SL Glossy Bar Tape with Logo Fluo Yellow                                                            ,Fizik                                             ,H/BAR TAPE                                        ,yes,http://www.ribblecycles.co.uk/fizik-sl-glossy-bar-tape-with-logo/,
ENDUZULS250BK00CMD00,BaaBaa Merino Long Sleeve Zip-Neck Jersey Black MD                                                  ,Endura MTR                                        ,UNDERWEAR LONG SLEEVE                             ,yes,http://www.ribblecycles.co.uk/endura-baabaa-merino-long-sleeve-zip-neck-jersey/,
ENDUZULS250BK00LG000,BaaBaa Merino Long Sleeve Zip-Neck Jersey Black LG                                                  ,Endura MTR                                        ,UNDERWEAR LONG SLEEVE                             ,yes,http://www.ribblecycles.co.uk/endura-baabaa-merino-long-sleeve-zip-neck-jersey/,
VITTTYRZ451000000000,Tyre Levers (set of 3)                                                                              ,Vittoria                                          ,TYRE / TUB / TUBE SPARES / ACCS                   ,yes,http://www.ribblecycles.co.uk/vittoria-tyre-levers-set-of-3/,
OTESEFOO305VA0000000,Energy Drink 1.2Kg Vanilla                                                                          ,OTE Sports                                        ,ENERGY FOODS                                      ,yes,http://www.ribblecycles.co.uk/ote-sports-energy-drink-1-2kg/,
TORQEFOO2002Z0000000,Gel (Box of 20) Black Cherry Yoghurt                                                                ,Torq                                              ,ENERGY FOODS                                      ,yes,http://www.ribblecycles.co.uk/torqefoo200/,
MCHECHRT200BK000051T,Primato Adv Pista 144 Chainring Black 51T                                                           ,Miche                                             ,CHAINRINGS TRACK                                  ,yes,http://www.ribblecycles.co.uk/miche-primato-adv-pista-144-chainring/,
BBBABOTC2009KBK00000,Flexcage Matt Black/Black                                                                           ,BBB                                               ,BOTTLE CAGES                                      ,yes,http://www.ribblecycles.co.uk/bbb-flexcage/,
LUSSZSHS536BK00CMD00,Ladies Layla Cooltech Shorts Blk MD(LUS1029M)                                                       ,Lusso                                             ,SHORTS - CYCLE                                    ,yes,http://www.ribblecycles.co.uk/lusso-ladies-layla-cooltech-shorts/,
HUTCTUBE260000070548,Airlight Tube 700x20-25 48mm                                                                        ,Hutchinson                                        ,TUBES INNER ROAD                                  ,yes,http://www.ribblecycles.co.uk/hutchinson-airlight-tube/,
SKSATOOL190000000000,Cagebox Tool Bottle                                                                                 ,SKS                                               ,TOOLS                                             ,yes,http://www.ribblecycles.co.uk/sks-cagebox-tool-bottle/,
TRIVHBTP200BK0000000,Cork Bar Tape Black                                                                                 ,Trivio                                            ,H/BAR TAPE                                        ,yes,http://www.ribblecycles.co.uk/trivio-cork-bar-tape/,
TRASCABB280000000010,Cable End Crimps Bag of 10                                                                          ,Transfil                                          ,CABLES BRAKE                                      ,yes,http://www.ribblecycles.co.uk/transfil-cable-end-crimps/,
